VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StorkTrunover,SalestoPurchaseRatio
6213,MHW LTD,8040,Bols Blue Curacao,6.01,7.99,750,13654,82060.54,13434,119788.66,65606.18,10580.58,9621.58,37728.12,31.49556895,0.983887505,1.459759587
1601,VRANKEN AMERICA,32084,Heidsieck Brut Monopole Epe,18.91,27.99,750,4337,82012.67,4398,126761.02,57945.15,490.18,1048.97,44748.35,35.30134895,1.014065022,1.545627279
17035,PERNOD RICARD USA,2944,The Glenlivet Founders Res,32.14,44.99,750,2549,81924.86,2624,128328.76,103893.78,2069.45,123780.22,46403.9,36.16017173,1.029423303,1.566420254
12546,JIM BEAM BRANDS COMPANY,2226,Jim Beam Devils Cut,27.6,36.99,1750,2967,81889.2,2672,100813.28,84959.48,4913.24,123880.97,18924.08,18.77141583,0.900572969,1.231093722
7245,PROXIMO SPIRITS INC.,8761,Jose Cuervo Especial,7.08,10.99,375,11566,81887.28,11627,125246.73,87696.74,4558.88,38994.78,43359.45,34.61922718,1.005274079,1.529501652
12546,JIM BEAM BRANDS COMPANY,4416,Cruzan Coconut Flavored Rum,7.68,9.99,750,10656,81838.08,10621,106918.79,65377.07,8366.81,123880.97,25080.71,23.45771964,0.996715465,1.306467478
3960,DIAGEO NORTH AMERICA INC,3486,Tanqueray,9.84,12.99,375,8316,81829.44,8273,107466.27,80706.87,3241.84,257032.07,25636.83,23.8556991,0.994829245,1.313295924
17035,PERNOD RICARD USA,5747,Malibu Pineapple Rum,8.88,11.99,750,9209,81775.92,8783,114342.17,71121.52,6919.54,123780.22,32566.25,28.48139929,0.953740906,1.398237647
7153,PINE STATE TRADING CO,44228,Clean Slate Rsl Mosel,5.59,10.99,750,14627,81764.93,15718,166518.57,69639.55,1753.65,15884.82,84753.64,50.89741042,1.074588091,2.036552468
12546,JIM BEAM BRANDS COMPANY,8452,Cruzan Aged Light Rum,12.68,16.99,1750,6444,81709.92,5956,102788.44,70349.28,10948.1,123880.97,21078.52,20.50670289,0.924270639,1.257967698
10754,PERFECTA WINES,2554,WhistlePig Old World 12 Yr,83.33,114.99,750,980,81663.4,920,102860.8,83242.55,725.66,28720.52,21197.4,20.60785061,0.93877551,1.259570383
11567,CAMPARI AMERICA,4787,Appleton Special Gold Rum,15.03,19.99,1750,5431,81627.93,5315,110368.85,77726.66,9769.94,20964.81,28740.92,26.04078959,0.978641134,1.352096641
1485,CASTLE BRANDS CORP.,4294,Goslings Black Seal 151,11.71,15.99,750,6970,81618.7,6723,108721.77,67678.31,5297.32,8497.59,27103.07,24.9288344,0.96456241,1.332069366
4425,MARTIGNETTI COMPANIES,26181,Jaume Serra Cristalino Brut,4.57,8.99,750,17848,81565.36,17145,150538.11,41385.89,1920.08,144929.24,68972.75,45.81746775,0.960611833,1.84561326
480,BACARDI USA INC,3961,Grey Goose La Poire Vodka,18.17,23.99,750,4484,81474.28,4625,113994.25,75587.9,3644.71,89286.27,32519.97,28.52772837,1.031445138,1.399144
480,BACARDI USA INC,4196,Bacardi Dragon Berry Rum,7.46,11.99,750,10880,81164.8,10497,120103.03,72288.03,8269.71,89286.27,38938.23,32.42068914,0.964797794,1.47974282
9165,ULTRA BEVERAGE COMPANY LLP,8144,Corralejo Reposado Tequila,22.38,29.99,750,3626,81149.88,3565,109744.35,84132.73,2810.44,68054.7,28594.47,26.05552814,0.983177055,1.35236614
8673,STE MICHELLE WINE ESTATES,6727,Antinori Toscana Rd,10.36,18.99,750,7832,81139.52,7589,137534.81,63395.51,845.86,15919.7,56395.29,41.00437555,0.968973442,1.695040962
3252,E & J GALLO WINERY,37656,MacMurray Ranch Sonma Pnt Nr,13.51,19.99,750,6005,81127.55,5688,111365.36,48446.81,634.41,61966.91,30237.81,27.15189894,0.947210658,1.372719378
11567,CAMPARI AMERICA,376,Aperol Liqueur,18.97,26.99,750,4275,81096.75,4126,118710.74,81277.76,3251.41,20964.81,37613.99,31.68541448,0.965146199,1.463816244
3960,DIAGEO NORTH AMERICA INC,3278,Gordons London Dry,5.79,7.99,750,14006,81094.74,13920,111220.8,58814.39,10966.58,257032.07,30126.06,27.086714,0.993859774,1.371492158
11567,CAMPARI AMERICA,3794,Cabo Wabo Reposado Tequila,27.77,36.99,750,2915,80949.55,2855,109404.45,91468.14,2251.57,20964.81,28454.9,26.00890549,0.97941681,1.351513999
1392,CONSTELLATION BRANDS INC,38502,Ruffino Lumina Pnt Grigio,4.57,6.99,750,17705,80911.85,17602,130386.98,49414.07,1967.13,79528.99,49475.13,37.94483928,0.994182434,1.611469519
3960,DIAGEO NORTH AMERICA INC,3593,Smirnoff Blue 100 Proof Trav,21.42,26.99,1750,3772,80796.24,3752,101266.48,63372.52,6895.57,257032.07,20470.24,20.21423081,0.994697773,1.253356344
8004,SAZERAC CO INC,2924,Speyburn 10-Yr Single Malt,17.18,21.99,750,4698,80711.64,4573,107599.27,80381.86,3604.86,50293.62,26887.63,24.98867325,0.973392933,1.333131999
4550,KLIN SPIRITS LLC,3209,Hammer & Sickle Vodka,14.07,19.99,750,5733,80663.31,5710,114142.9,80379.79,4500.41,531.5,33479.59,29.33129437,0.995988139,1.415053511
1392,CONSTELLATION BRANDS INC,6567,Clos du Bois Merlot N Cst,6.12,10.99,750,13180,80661.6,13410,127212.9,52291.67,1496.57,79528.99,46551.3,36.59322286,1.017450683,1.57711848
3960,DIAGEO NORTH AMERICA INC,3123,Booths London Dry Gin,10.94,14.99,1750,7370,80627.8,7379,110611.21,55987.65,13559.44,257032.07,29983.41,27.10702649,1.001221167,1.371874341
9552,M S WALKER INC,1094,Four Roses Single Barrel Brb,29.92,40.99,750,2692,80544.64,2616,109302.84,85926.43,2062.77,55551.82,28758.2,26.31056979,0.971768202,1.357046726
1392,CONSTELLATION BRANDS INC,6599,Estancia Cab Svgn Paso Roble,5.78,12.99,750,13931,80521.18,13838,162703.12,66119.77,1545.28,79528.99,82181.94,50.51036514,0.993324241,2.020625132
9165,ULTRA BEVERAGE COMPANY LLP,8173,Amarula Cream Liqueur,14.28,17.99,750,5634,80453.52,5159,108737.41,69231.37,4064.71,68054.7,28283.89,26.01118603,0.915690451,1.351555656
3252,E & J GALLO WINERY,6569,W Hill Chard Napa,12.98,19.99,750,6192,80372.16,6051,123470.49,62839.16,673.47,61966.91,43098.33,34.90577384,0.977228682,1.536234562
2000,SOUTHERN WINE & SPIRITS NE,25588,High Valley Znfdl,20.26,29.99,750,3959,80209.34,3957,55406.43,21784.44,442.01,19016.59,-24802.91,-44.76539997,0.999494822,0.690772795
1392,CONSTELLATION BRANDS INC,8892,R Mondavi Cab Svgn Napa,17,26.99,750,4710,80070,3480,94516.2,51879.91,386.88,79528.99,14446.2,15.28436395,0.738853503,1.180419633
8112,MOET HENNESSY USA INC,2694,Glenmorangie LaSanta,37.31,52.99,750,2144,79992.64,1955,100054.45,83691.66,1541.95,48347.26,20061.81,20.05089229,0.911847015,1.250795698
17035,PERNOD RICARD USA,1556,Kahlua w/50mL Absolut+Glass,14.84,21.99,750,5387,79943.08,5368,102296.32,42667.64,4227.22,123780.22,22353.24,21.85146054,0.996472991,1.279614446
4425,MARTIGNETTI COMPANIES,36380,Sebastiani Znfdl Sonoma Cnty,6.49,9.99,750,12309,79885.41,14668,146533.32,41218.74,1643.34,144929.24,66647.91,45.48310923,1.191648387,1.834293897
8112,MOET HENNESSY USA INC,43788,Veuve Clicquot Ponsardin Rs,34.01,54.99,750,2340,79583.4,2298,121233.02,74437.94,254.91,48347.26,41649.62,34.35501318,0.982051282,1.523345572
3960,DIAGEO NORTH AMERICA INC,3608,Smirnoff Orange Vodka,0.72,0.99,50,110517,79572.24,110332,109228.68,18217.98,5779.8,257032.07,29656.44,27.15078128,0.998326049,1.372698318
4692,KOBRAND CORPORATION,18507,Cakebread Cab Svgn,44.51,64.99,750,1786,79494.86,1695,110158.05,60960.62,188.38,9139.38,30663.19,27.83563253,0.949048152,1.385725442
3960,DIAGEO NORTH AMERICA INC,3100,Ciroc Red Berry Vodka,34.28,47.99,1750,2317,79426.76,2288,114196.12,65824.94,4205.53,257032.07,34769.36,30.44705897,0.987483815,1.437753724
12546,JIM BEAM BRANDS COMPANY,5713,DeKuyper Sour Apple Pucker,11.19,14.99,1750,7097,79415.43,7007,111350.93,80414.49,12879.88,123880.97,31935.5,28.68004785,0.987318585,1.40213218
3960,DIAGEO NORTH AMERICA INC,2675,Crown Royal XO,34.88,44.99,750,2276,79386.88,2236,102001.64,84819.42,1763.5,257032.07,22614.76,22.17097686,0.982425308,1.284867726
660,SAZERAC NORTH AMERICA INC.,2713,Inver House Green Plaid 3-Y,10.93,14.99,1750,7261,79362.73,7222,110007.78,62922.88,13271.08,17932.33,30645.05,27.8571661,0.994628839,1.38613906
3960,DIAGEO NORTH AMERICA INC,2435,Crown Royal RSV,29.76,40.99,750,2666,79340.16,2587,103789.13,81923.6,2040.37,257032.07,24448.97,23.55638784,0.970367592,1.308153777
9815,WINE GROUP INC,11827,Cupcake Merlot,4.76,6.99,750,16668,79339.68,16099,121553.51,50905.07,1796.22,27100.41,42213.83,34.72859813,0.965862731,1.532064536
17035,PERNOD RICARD USA,2644,Chivas Regal 18-Yr Scotch,58.13,79.99,750,1360,79056.8,1421,102415.79,70845.16,1120.07,123780.22,23358.99,22.8079967,1.044852941,1.295470978
11567,CAMPARI AMERICA,3921,Espolon Reposado Tequila,17.9,26.99,750,4414,79010.6,4363,109912.37,83621.83,3439.42,20964.81,30901.77,28.11491555,0.988445854,1.391109168
6213,MHW LTD,8395,Casamigos Anejo,37.31,54.99,750,2112,78798.72,2205,126810.95,101073.47,1738.57,9621.58,48012.23,37.86126514,1.044034091,1.609302156
4848,LAIRD & CO,33331,Moletto Prosecco Della Marc,10.73,15.99,750,7340,78758.2,7236,65065.64,17121.97,811.01,1043.69,-13692.56,-21.04422549,0.985831063,0.826144325
12546,JIM BEAM BRANDS COMPANY,858,Canadian Club,8.95,11.99,1000,8796,78724.2,8677,104037.23,57995.63,9110.85,123880.97,25313.03,24.33074199,0.986471123,1.321540644
4425,MARTIGNETTI COMPANIES,2640,Michter's Small Batch Bourbn,30.07,44.99,750,2615,78633.05,2521,108431.79,89193.28,1988.24,144929.24,29798.74,27.48155315,0.964053537,1.378959483
1128,BROWN-FORMAN CORP,3314,El Jimador Blanco Tequila,19.28,26.99,1750,4068,78431.04,4063,111349.37,79810.89,7468.51,68601.68,32918.33,29.56310395,0.998770895,1.419710487
6213,MHW LTD,4804,Rhum Barbancourt RSV Special,12.14,16.99,750,6457,78387.98,6206,112488.94,56160.41,4889.39,9621.58,34100.96,30.31494474,0.961127459,1.435027921
3960,DIAGEO NORTH AMERICA INC,2956,Vat 69 Gold,10.71,14.99,1750,7317,78365.07,7259,108812.41,64442.01,13340.06,257032.07,30447.34,27.98149586,0.992073254,1.388532033
3960,DIAGEO NORTH AMERICA INC,2496,Crown Royal Black,36.22,49.99,1750,2163,78343.86,2434,128170.66,101346.76,4474.97,257032.07,49826.8,38.87535572,1.125288951,1.636001341
3960,DIAGEO NORTH AMERICA INC,1886,Seagrams 7 Crown,7.96,10.99,750,9824,78199.04,9804,107745.96,69094.13,7725.51,257032.07,29546.92,27.42276369,0.997964169,1.37784249
1392,CONSTELLATION BRANDS INC,3288,Svedka Strwbry Lemonad Vodka,16.66,22.99,1750,4688,78102.08,4669,86929.31,54630.79,8580.94,79528.99,8827.23,10.1544922,0.995947099,1.113021702
7245,PROXIMO SPIRITS INC.,5805,Jose Cuervo Light Margaritas,11.1,13.99,1750,7022,77944.2,7126,104528.74,67189.26,13096.01,38994.78,26584.54,25.43275658,1.014810595,1.341071433
9165,ULTRA BEVERAGE COMPANY LLP,4250,Zaya Grand Reserva Rum,27.77,34.99,750,2798,77700.46,2712,98362.88,76638.95,2138.02,68054.7,20662.42,21.00631864,0.96926376,1.265924037
17035,PERNOD RICARD USA,1890,Jameson 12 Year Old,41.66,54.99,750,1865,77695.9,1907,114400.93,71928.01,1502.92,123780.22,36705.03,32.08455561,1.022520107,1.472419137
1587,VINEYARD BRANDS INC,8016,La Vieille Ferme Wh Rhone,4.79,6.99,750,16210,77645.9,15728,113786.72,34573.66,1760.04,6070.09,36140.82,31.76189629,0.970265268,1.465456901
3960,DIAGEO NORTH AMERICA INC,2438,Crown Royal Special Reserve,54.26,69.99,1750,1423,77211.98,1493,107612.07,84707.25,2745.18,257032.07,30400.09,28.24970284,1.049191848,1.393722451
17035,PERNOD RICARD USA,3760,Absolut Pears,12.49,16.99,750,6178,77163.22,6119,108248.81,76945.52,4822.26,123780.22,31085.59,28.71679606,0.990449984,1.402855013
9165,ULTRA BEVERAGE COMPANY LLP,2366,Templeton Rye Whiskey,25.36,34.99,750,3040,77094.4,2978,107873.22,86995,2348.28,68054.7,30778.82,28.53240128,0.979605263,1.399235483
3252,E & J GALLO WINERY,3154,New Amsterdam Peach Vodka,7.8,9.99,750,9872,77001.6,8722,90636.78,55017.14,6871.73,61966.91,13635.18,15.04376038,0.883508914,1.17707658
3252,E & J GALLO WINERY,6660,Carlo Rossi Paisano Calif,10.27,14.99,4000,7493,76953.11,7482,112155.18,82519.95,4489.2,61966.91,35202.07,31.38693193,0.998531963,1.457448308
3960,DIAGEO NORTH AMERICA INC,2445,Seagrams VO,9.08,11.99,750,8470,76907.6,8253,98953.47,66868.23,6504.15,257032.07,22045.87,22.2790267,0.974380165,1.286653985
8892,TRINCHERO FAMILY ESTATES,6876,Sutter Home Clsc Chard,3.97,5.99,187,19354,76835.38,19115,114498.85,50178.23,548.41,11595.97,37663.47,32.89419064,0.987651132,1.490183949
3960,DIAGEO NORTH AMERICA INC,1870,Oban Distiller's Edition,59.69,79.99,750,1287,76821.03,1291,103267.09,81749.78,1017.89,257032.07,26446.06,25.60937855,1.003108003,1.344255473
1392,CONSTELLATION BRANDS INC,15229,The Prisoner Red Napa Valley,26.11,40.99,750,2937,76685.07,4144,177568.56,92483.46,460.87,79528.99,100883.49,56.81382447,1.410963568,2.315555818
8673,STE MICHELLE WINE ESTATES,43590,Ch Ste Michelle Indn Wls Cab,10.2,15.99,750,7518,76683.6,7120,113285.56,52346.28,793.78,15919.7,36601.96,32.30946645,0.947060388,1.477311446
3960,DIAGEO NORTH AMERICA INC,2604,Johnnie Walker Collection 4,73.52,99.99,200,1040,76460.8,929,92890.71,75692.43,195.09,257032.07,16429.91,17.68735539,0.893269231,1.214880174
60,ADAMBA IMPORTS INTL INC,3979,Vesica Potato Vodka,16.27,20.99,1750,4687,76257.49,3931,66871.69,41682.51,7224.06,367.52,-9385.8,-14.03553581,0.838702795,0.876919631
3960,DIAGEO NORTH AMERICA INC,4278,Capt Morgan Parrot Bay Cocnt,9.52,11.99,750,8005,76207.6,7985,92106.15,62785.97,6292.4,257032.07,15898.55,17.26111666,0.997501562,1.208621581
12546,JIM BEAM BRANDS COMPANY,3368,Pinnacle Grape Vodka,12.22,16.99,1750,6219,75996.18,6672,112279.28,81237.71,12263.89,123880.97,36283.1,32.31504513,1.072841293,1.477433208
4425,MARTIGNETTI COMPANIES,6459,Freixenet Cordon Negro Extr,7.53,10.99,750,10080,75902.4,9789,107581.11,42278.53,1092.88,144929.24,31678.71,29.44634983,0.971130952,1.417361111
9819,TREASURY WINE ESTATES,35913,Stone Cellars Cab Svgn,5.47,8.99,1500,13860,75814.2,13636,122772.64,56167.54,3054.98,14836.57,46958.44,38.24829376,0.983838384,1.619388452
1655,FABRIZIA SPIRITS LLC,4701,Fabrizia Limoncello,12.68,16.99,750,5956,75522.08,5699,99525.01,60318.36,4490.49,1824.89,24002.93,24.11748565,0.956850235,1.317826654
8004,SAZERAC CO INC,3745,Taaka Vodka Traveler,3.07,3.99,750,24537,75328.59,24597,122739.03,61751.25,19364.58,50293.62,47410.44,38.62702842,1.002445287,1.629381753
3960,DIAGEO NORTH AMERICA INC,2109,Lagavulin Distillers Edition,64.74,89.99,750,1162,75227.88,1071,97978.29,71764.16,844.12,257032.07,22750.41,23.21984799,0.921686747,1.302419927
17035,PERNOD RICARD USA,1728,Aberlour 16 Year Old Single,41.35,54.99,750,1817,75132.95,1728,103249.72,82529.19,1362.72,123780.22,28116.77,27.23181235,0.951018162,1.374226887
3924,HEAVEN HILL DISTILLERIES,653,Dom de Canton Ginger Liqueur,21.73,29.99,750,3456,75098.88,3340,115161.6,87453.76,2632.93,14069.87,40062.72,34.78826275,0.966435185,1.533466278
4425,MARTIGNETTI COMPANIES,3500,Tito's Handmade Vodka,1.07,1.49,50,70021,74922.47,68553,120059.97,22638.94,3587.08,144929.24,45137.5,37.59579483,0.979034861,1.602456112
7153,PINE STATE TRADING CO,13430,Agua de Piedra Malbec Selccn,5.91,11.99,750,12674,74903.34,12148,134120.52,60175.08,1354.87,15884.82,59217.18,44.15221474,0.958497712,1.790581301
8673,STE MICHELLE WINE ESTATES,31083,Stags Leap Chard Napa,18.66,28.99,750,4012,74863.92,2639,78275.61,39250.76,293.65,15919.7,3411.69,4.358560732,0.65777667,1.045571886
3960,DIAGEO NORTH AMERICA INC,3925,Don Julio Reposado Tequila,37.87,49.99,750,1975,74793.25,1507,76695.93,64030.42,1188.69,257032.07,1902.68,2.480809607,0.763037975,1.025439194
12546,JIM BEAM BRANDS COMPANY,5031,DeKuyper Peppermint Schnapp,11.71,16.99,1750,6381,74721.51,6273,98192.27,70491.08,11531.01,123880.97,23470.76,23.90285916,0.983074753,1.314109819
2242,DELICATO VINEYARDS INC,14078,Bota Box Malbec,11.25,17.99,3000,6641,74711.25,6614,122361.86,90709.09,2976.3,7982.65,47650.61,38.94237142,0.995934347,1.637796985
1587,VINEYARD BRANDS INC,13497,Mohua Svgn Bl Marlboro,6.8,10.99,750,10986,74704.8,10455,122141.45,40869.08,1169.54,6070.09,47436.65,38.83747082,0.951665756,1.634987979
3960,DIAGEO NORTH AMERICA INC,4249,Capt Morgan White Coconut,10.39,14.99,750,7174,74537.86,7226,95393.74,60952,5694.07,257032.07,20855.88,21.86294405,1.007248397,1.279802506
12546,JIM BEAM BRANDS COMPANY,3020,Pinnacle Blueberry Vodka,7.99,10.99,750,9325,74506.75,9245,99450.55,65130.31,7284.44,123880.97,24943.8,25.08161091,0.991420912,1.334785774
9165,ULTRA BEVERAGE COMPANY LLP,46023,Spellbound Petite Sirah Cal,6.57,12.99,750,11338,74490.66,11086,132122.1,60999.78,1235.84,68054.7,57631.44,43.61983347,0.977773858,1.773673371
8892,TRINCHERO FAMILY ESTATES,6857,Sutter Home Wh Znfdl,5.37,9.99,1500,13865,74455.05,13892,133893.24,64059.87,3110.01,11595.97,59438.19,44.39222622,1.001947349,1.798309718
12546,JIM BEAM BRANDS COMPANY,3221,Pinnacle Raspberry Vodka,7.93,10.99,750,9377,74359.61,9347,99867.53,71276.56,7365.88,123880.97,25507.92,25.54175516,0.996800683,1.343034612
12546,JIM BEAM BRANDS COMPANY,4349,Sauza Blue Silver,12.11,15.99,750,6138,74331.18,6052,100027.48,65096.6,4770.13,123880.97,25696.3,25.6892406,0.985988921,1.345700149
8004,SAZERAC CO INC,5694,Ice Box Mudslide,7.74,9.99,1750,9603,74327.22,9906,105638.94,64052.2,18203.67,50293.62,31311.72,29.64032013,1.03155264,1.421268547
3252,E & J GALLO WINERY,20862,W Hill Est Cab Svgn No Cst,8.55,12.99,750,8678,74196.9,8007,112064.21,53135.31,892.16,61966.91,37867.31,33.79072587,0.922678036,1.510362428
7153,PINE STATE TRADING CO,10451,Line 39 Cab Svgn Lake Cnty,5.29,9.99,750,14006,74091.74,13614,132793.46,59282.29,1518.31,15884.82,58701.72,44.20527939,0.972011995,1.792284268
9815,WINE GROUP INC,6498,Franzia Chablis Old World C,9.73,14.99,5000,7614,74084.22,7647,126520.53,75793.18,5735.25,27100.41,52436.31,41.44490226,1.004334121,1.707793239
1392,CONSTELLATION BRANDS INC,22899,Simi Svgn Bl,6.53,14.99,750,11344,74076.32,11060,136233.8,58706.36,1234.9,79528.99,62157.48,45.62559365,0.974964739,1.839100538
17035,PERNOD RICARD USA,999,Jameson 18 Year Old,89.84,114.99,750,824,74028.16,692,86273.08,61175.09,545.69,123780.22,12244.92,14.19321067,0.839805825,1.165408947
9552,M S WALKER INC,4494,Jenkins French Brandy,9.55,15.99,1750,7751,74022.05,7809,132910.91,53332.94,14348.36,55551.82,58888.86,44.30701738,1.007482905,1.795558351
8150,SEA HAGG DISTILLERY LLC,6560,Rocky Peak Hard Cinnamon,13.76,18.99,750,5372,73918.72,3900,72075,40384.17,3072.46,935.52,-1843.72,-2.558057579,0.725986597,0.975057469
3252,E & J GALLO WINERY,18106,Barefoot Cellars Pink Moscat,7.14,10.99,1500,10350,73899,9096,97980.16,50530.79,2034.86,61966.91,24081.16,24.57758795,0.87884058,1.325865844
8664,"STOLI GROUP,(USA) LLC",3683,Stolichnaya Ohranj,13.17,16.99,750,5604,73804.68,5432,98958.68,69921.64,4281.1,18544.49,25154,25.4186899,0.969307637,1.340818496
6213,MHW LTD,8312,Bols Curacao Orange,5.71,7.99,750,12900,73659,12725,109769.75,27168.18,10021.3,9621.58,36110.75,32.89681356,0.986434109,1.490242197
12546,JIM BEAM BRANDS COMPANY,2899,Laphroiag Select Single Malt,37.85,54.99,750,1946,73656.1,1805,89080.95,72198.41,1423.51,123880.97,15424.85,17.31554277,0.927543679,1.209417143
9552,M S WALKER INC,2676,Grand MacNish,10.93,15.99,1750,6726,73515.18,6280,95864.2,57925.2,11541.65,55551.82,22349.02,23.31320764,0.933690158,1.304005513
9165,ULTRA BEVERAGE COMPANY LLP,6385,Fetzer Sundial Chard,6.88,12.99,1500,10682,73492.16,10096,112858.04,54232.57,2260.38,68054.7,39365.88,34.88088221,0.945141359,1.53564734
9552,M S WALKER INC,35442,Borsao Tres Picos Garnacha,8.21,14.99,750,8948,73463.08,8681,120325.19,52813.26,968.34,55551.82,46862.11,38.94621733,0.97016093,1.637900153
1128,BROWN-FORMAN CORP,4767,El Jimador Reposado Tequila,19.28,26.99,1750,3805,73360.4,3759,102833.41,73434.24,6910.17,68601.68,29473.01,28.66092839,0.987910644,1.401756397
653,STATE WINE & SPIRITS,892,Uncle Val's Botanical Gin,24.99,33.99,750,2933,73295.67,2753,93934.47,77269.39,2171.2,8014.98,20638.8,21.97148714,0.93862939,1.2815828
4425,MARTIGNETTI COMPANIES,3390,Cold River Blueberry Vodka,22.55,29.99,750,3249,73264.95,3169,100693.31,67348.86,2497.14,144929.24,27428.36,27.23950578,0.975377039,1.374372193
3960,DIAGEO NORTH AMERICA INC,2255,Crown Royal Party Pak,30.76,39.99,1750,2381,73239.56,2379,95115.21,53285.67,4371.69,257032.07,21875.65,22.99910813,0.999160017,1.298686256
11567,CAMPARI AMERICA,5358,Irish Mist Honey Liqueur,18.83,25.99,750,3882,73098.06,3857,98995.43,72889.59,3039.69,20964.81,25897.37,26.16016719,0.993560021,1.35428259
12546,JIM BEAM BRANDS COMPANY,2121,Canadian Club Traveler,7.8,9.99,750,9318,72680.4,9256,96493.44,72366.65,7295.68,123880.97,23813.04,24.67840301,0.993346212,1.327640464
6785,PALM BAY INTERNATIONAL INC,24779,Straccali Chianti,6.84,9.99,1500,10625,72675,10585,113039.15,52790.74,2369.09,13605.41,40364.15,35.70811529,0.996235294,1.555406261
3252,E & J GALLO WINERY,13163,Barefoot Bubbly Moscato,5.47,7.99,750,13278,72630.66,12613,100847.39,42323,1408.21,61966.91,28216.73,27.97963338,0.949917156,1.388496125
7153,PINE STATE TRADING CO,3556,Hard Rock Vodka,9.48,12.99,1750,7660,72616.8,7580,98464.2,24408.21,13927.03,15884.82,25847.4,26.25055604,0.989556136,1.355942427
11567,CAMPARI AMERICA,8187,Wild Turkey,13.17,18.99,750,5505,72500.85,5479,105353.21,83887.34,4320.14,20964.81,32852.36,31.18306504,0.995277021,1.453130687
1392,CONSTELLATION BRANDS INC,3150,Svedka Mango Pineapple Vodka,8.65,10.99,750,8380,72487,8863,100480.37,65042.72,6982.68,79528.99,27993.37,27.85954112,1.057637232,1.386184695
4425,MARTIGNETTI COMPANIES,13530,Home Ranch Sbragia Chard,17.23,24.99,750,4207,72486.61,2660,47958.4,19974.92,296.63,144929.24,-24528.21,-51.14476296,0.632279534,0.661617366
4425,MARTIGNETTI COMPANIES,27031,Opus One 2013,180.27,264.99,750,402,72468.54,198,52468.02,15104.43,22.16,144929.24,-20000.52,-38.11944876,0.492537313,0.724010998
3960,DIAGEO NORTH AMERICA INC,3877,Smirnoff Green Apple Vodka,8.65,10.99,750,8364,72348.6,8373,100739.27,70482.65,6598.49,257032.07,28390.67,28.18232651,1.00107604,1.392414919
2000,SOUTHERN WINE & SPIRITS NE,11141,C K Mondavi Chard,5.55,9.99,1500,13025,72288.75,12726,125279.82,56050.45,2851.73,19016.59,52991.07,42.29816901,0.977044146,1.733047258
12546,JIM BEAM BRANDS COMPANY,2277,Kilbeggan Irish Whiskey,17.03,22.99,750,4244,72275.32,1546,20272.54,5074.12,1217.13,123880.97,-52002.78,-256.5183248,0.364278982,0.280490491
3252,E & J GALLO WINERY,6854,Carlo Rossi Burgundy Calif,9.86,14.99,4000,7330,72273.8,7362,110356.38,77408.36,4417.2,61966.91,38082.58,34.50872528,1.004365621,1.526920959
12546,JIM BEAM BRANDS COMPANY,3915,Sauza Silver Tequila,9.48,14.99,750,7615,72190.2,7471,100698.29,70327.96,5888,123880.97,28508.09,28.3104013,0.981089954,1.394902494
3960,DIAGEO NORTH AMERICA INC,9145,Smirnoff Kissed Caramel,0.75,0.99,50,96151,72113.25,92186,91264.14,13073.94,4831.39,257032.07,19150.89,20.98402505,0.958762779,1.265566869
4692,KOBRAND CORPORATION,5396,Tia Maria Coffee Liqueur,12.14,19.99,750,5937,72075.18,5800,106146,64322.87,4569.76,9139.38,34070.82,32.09807247,0.976924373,1.472712243
8112,MOET HENNESSY USA INC,9388,Hennessy Privilege VSOP,17.14,25.99,375,4205,72073.7,4030,97947.7,53971.89,1581.37,48347.26,25874,26.41613841,0.958382878,1.358993641
660,SAZERAC NORTH AMERICA INC.,4783,Mr Boston Apricot Brandy,8.88,11.99,1750,8115,72061.2,8111,105634.89,59890.34,14906.1,17932.33,33573.69,31.78276609,0.999507086,1.465905231
12546,JIM BEAM BRANDS COMPANY,3385,Pinnacle Strawbry Kiwi Vodka,12.97,16.99,1750,5554,72035.38,5564,93629.36,71199.7,10228.09,123880.97,21593.98,23.06325708,1.001800504,1.299769086
8320,SHAW ROSS INT L IMP LTD,8346,Marques de Riscal Rioja Red,9.93,14.99,750,7248,71972.64,7468,116302.32,53936.57,831.95,3151.92,44329.68,38.11590345,1.030353201,1.615924051
3252,E & J GALLO WINERY,34134,Turning Leaf RSV Chard Cal,5.84,9.99,1500,12276,71691.84,13916,142328.84,64074.79,3117.24,61966.91,70637,49.62943561,1.133594005,1.985286471
1392,CONSTELLATION BRANDS INC,6213,Taylor Red Port,5.51,7.99,1500,13010,71685.1,12940,103390.6,57032.62,2892.73,79528.99,31705.5,30.66574718,0.994619523,1.442288565
17035,PERNOD RICARD USA,6402,Avion Silver Tequila,29.62,41.99,750,2420,71680.4,2350,105921.5,83983.37,1853.03,123780.22,34241.1,32.32686471,0.97107438,1.477691252
3960,DIAGEO NORTH AMERICA INC,3046,Ciroc Peach Vodka,35.81,47.99,1750,1995,71440.95,1917,93078.25,44524.14,3523.24,257032.07,21637.3,23.24635455,0.960902256,1.302869713
17035,PERNOD RICARD USA,2623,Ballantines,18.24,28.99,1750,3915,71409.6,3873,112041.27,76937.4,7118.67,123780.22,40631.67,36.26491381,0.989272031,1.568994505
